Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,Papan Pencatatan
SAGE,PT Saptausaha Gemilangindah Tbk,08 Mar 2023,Rp100,20.04%,"16,100,000 lot",4 : 5,II - DANATAMA MAKMUR SEKURITAS,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang real estat,https://www.saptagroup.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/prospectus/sqt815wtkq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/summary-prospectus/qk2fdoaba9.pdf,"Jl. Kramat Raya No. 32-34 Kel. Kramat Kec. Senen, Jakarta Pusat, DKI Jakarta 10450",https://storage.googleapis.com/assets.trading.stockbit.com/company/SAGE/logo/e99zpc8fln.png,Pemantauan Khusus
TRON,PT Teknologi Karya Digital Nusa Tbk,08 Mar 2023,Rp180,25.42%,"7,500,000 lot",2 : 1,SF - SURYA FAJAR SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,Bergerak dalam bidang penyediaan solusi sistem informasi berbasis telematika dan Internet of Things,https://www.tkdn.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/prospectus/w9s78jfi8i.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/summary-prospectus/03powsx8sv.pdf,"Mini Office Central 88 Blok G1 No. 826, Jl. Trembesi Pademangan Timur, Kec. Pademangan Kota Adm. Jakarta Utara",https://storage.googleapis.com/assets.trading.stockbit.com/company/TRON/logo/vtt3la1ilv.png,Pengembangan
PTMP,PT Mitra Pack Tbk,06 Mar 2023,Rp120,25.24%,"8,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,Distributor resmi & penyewaan barang-barang industri pengemasan termasuk suku cadang dan service,https://www.mitrapack.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/prospectus/lt3g2rjav4.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/summary-prospectus/u731jxt9ti.pdf,"Jl Pangeran Jayakarta Komplek 135 Blok B-20 Mangga Dua Selatan, Sawah Besar, Jakarta Pusat",https://storage.googleapis.com/assets.trading.stockbit.com/company/PTMP/logo/xm56tyl3ob.png,Pengembangan
BDKR,PT Berdikari Pondasi Perkasa Tbk,03 Mar 2023,Rp200,15%,"7,061,000 lot",2 : 1,MG - SEMESTA INDOVEST SEKURITAS,Infrastruktur,Konstruksi Bangunan,"Bergerak dalam bidang pondasi, perbaikan tanah, konstruksi dermaga, alat berat dan penyewaan crane",https://www.ptbppid.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/prospectus/kjk5k2e92j.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/summary-prospectus/eh7ng2s8el.pdf,"Jl. Bandengan Utara No. 32B RT 008 RW 011 Pekojan, Tambora – Jakarta Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/BDKR/logo/uh45tpqwzd.png,Utama
FUTR,PT Lini Imaji Kreasi Ekosistem Tbk,27 Feb 2023,Rp100,20%,"12,780,000 lot",5 : 4,IU - INDO CAPITAL SEKURITAS,Barang Konsumen Non-Primer,Media & Hiburan,"Bergerak dalam bidang periklanan, aktivitas desain khusus film, video, program TV, animasi dan komik",https://futurphuture.io/,https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/prospectus/7ihue0caia.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/summary-prospectus/kb9suhxd3j.pdf,"Fatmawati Mas Blok III No. 307-309 Jl. RS Fatmawati No 20 Jakarta Selatan, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/FUTR/logo/og6obpi0kr.png,Pemantauan Khusus
PGEO,PT Pertamina Geothermal Energy Tbk,24 Feb 2023,Rp875,25%,"103,500,000 lot",0,CC - MANDIRI SEKURITAS,Infrastruktur,Utilitas,Menyelenggarakan usaha di bidang panas bumi dari sisi hulu dan/atau sisi hilir serta kegiatan usaha,https://www.pge.pertamina.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/prospectus/cq6gugpl93.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/summary-prospectus/v6eh8wswuf.pdf,"Grha Pertamina – Tower Pertamax Lt. 7 Jl. Medan Merdeka Timur No. 11-13 Gambir, Jakarta Pusat 10110, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/PGEO/logo/zbkrhuen96.png,Utama
KING,PT Hoffmen Cleanindo Tbk,16 Feb 2023,Rp130,20%,"5,200,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,"Jasa Cleaning Service, Security, Washroom Hygiene, dan Parkir melalui Perusahaan Anak",https://www.hoffmen.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/prospectus/sbeaycvhrv.01,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/summary-prospectus/q386b3ae1u.pdf,Jl. Raya Jembatan Tiga No. 8 Penjaringan Jakarta Utara 14440,https://storage.googleapis.com/assets.trading.stockbit.com/company/KING/logo/lw74stdbbq.png,Akselerasi
CHIP,PT Pelita Teknologi Global Tbk,08 Feb 2023,Rp160,24.81%,"2,000,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,"Bergerak dalam Bidang Aktivitas Konsultasi dan Perancangan IoT, dan Industri Smart Card",https://www.pelitateknologi.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/prospectus/r4dkv9ffrf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/summary-prospectus/296wzklno1.pdf,"Jl. Gatot Subroto KM 5, No 66, Kroncong, Jatiuwung, Tangerang, Banten 15134",https://storage.googleapis.com/assets.trading.stockbit.com/company/CHIP/logo/mhpmk5pivx.png,Akselerasi
HALO,PT Haloni Jane Tbk,08 Feb 2023,Rp100,20.98%,"12,000,000 lot",2 : 1,II - DANATAMA MAKMUR SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak dalam bidang barang dari karet untuk kesehatan,http://halonijane.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/prospectus/pu4i9apadx.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/summary-prospectus/qy7i80p71t.pdf,"Jl Raya Serang km. 13,8 Kawasan Industri Tristate, Sukadamai Cikupa Tangerang Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/HALO/logo/vy7q7rfci4.png,Pengembangan
VAST,PT Vastland Indonesia Tbk,08 Feb 2023,Rp108,22.54%,"7,000,000 lot",5 : 1,AO - ERDIKHA ELIT SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real Estate yang Dimiliki Sendiri atau Disewa,https://www.vastland.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/prospectus/4jq9fpbw7v.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/summary-prospectus/vd0ndhbbzc.pdf,"Jl. Tembesu No. 8A, Kel. Campang Raya, Sukabumi, Bandar Lampung, Lampung 35122",https://storage.googleapis.com/assets.trading.stockbit.com/company/VAST/logo/mbco16frgz.png,Pengembangan
HILL,PT Hillcon Tbk,01 Mar 2023,Rp1250,15%,"4,423,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Baku,Barang Baku,"Aktivitas Perusahaan Holding, Aktivitas Konsultasi Manajemen, Jasa Pertambangan dan Jasa Konstruksi",https://www.hillcon.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/prospectus/jqan3egh9d.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/summary-prospectus/io0i6wy3c5.pdf,"Blok R2, Jl. Taman Modern No. 19 RT.014/RW.006, Ujung Menteng, Kecamatan Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13960",https://storage.googleapis.com/assets.trading.stockbit.com/company/HILL/logo/iciwv6x79x.png,Utama
PACK,PT Solusi Kemasan Digital Tbk,08 Feb 2023,Rp162,20.03%,"3,080,000 lot",5 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,Industri Percetakan Digital Untuk Kemasan Fleksibel,https://www.flexypack.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/prospectus/5fd6eic2ip.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/summary-prospectus/f0vrlkrx9k.pdf,"JL. Jababeka 2 Blok C/11-D Kawasan Industri Jababeka Cikarang Utara Kabupaten Bekasi, Jawa Barat 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/PACK/logo/z0dqh6dcil.png,Akselerasi
IRSX,PT Aviana Sinar Abadi Tbk,07 Feb 2023,Rp101,20%,"10,000,000 lot",5 : 7,AH - SHINHAN SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Bergerak di Bidang Aktivitas Pemrograman Komputer Lainnya,https://aviana.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/prospectus/1s43tpgsd2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/summary-prospectus/zczo7czay3.pdf,"Jl. Alaydrus No. 66 BC Lantai 3 - RT.10/RW.2, Petojo Utara, Gambir, Kota Jakarta Pusat Daerah Khusus Ibukota Jakarta 10130",https://storage.googleapis.com/assets.trading.stockbit.com/company/IRSX/logo/wp81yhmybq.png,Pemantauan Khusus
FWCT,PT Wijaya Cahaya Timber Tbk,01 Feb 2023,Rp118,20%,"3,750,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Barang Baku,Barang Baku,Industri Kayu Lapis,http://wijayacahayatimber.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/prospectus/sb1t6hmk9k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/summary-prospectus/xep6os2g02.pdf,"Jl. Puri Indah, Ruko Sentra Niaga Puri Indah Blok T1 No.47, Kembangan Selatan, Kembangan, Jakarta Barat, Jakarta 11610",https://storage.googleapis.com/assets.trading.stockbit.com/company/FWCT/logo/dvh4etwvf7.png,Pengembangan
NAYZ,PT Hassana Boga Sejahtera Tbk,06 Feb 2023,Rp100,20%,"5,100,000 lot",1 : 1,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Menjalankan usaha dalam bidang industri makanan bayi,https://www.hassana.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/prospectus/90dcypzelv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/summary-prospectus/xdaxledmz3.pdf,"Kawasan Pergudangan Multiguna Taman Tekno 2 Blok L2 No. 35 BSD, Tangerang Selatan, Banten",https://storage.googleapis.com/assets.trading.stockbit.com/company/NAYZ/logo/svnud6my5z.png,Akselerasi
PEVE,PT Penta Valent Tbk,24 Jan 2023,Rp149,20.67%,"3,680,000 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Barang Konsumen Non-Primer,Perdagangan Ritel,"Distributor Produk Farmasi, dan Produk Konsumsi",http://www.pentavalent.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/prospectus/7jt22ory7l.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/summary-prospectus/i82ue3niqh.pdf,"Jl. Kedoya Raya No. 33, Kedoya Utara, Kebon Jeruk 11520",https://storage.googleapis.com/assets.trading.stockbit.com/company/PEVE/logo/dyyumqvni5.png,Pengembangan
LAJU,PT Jasa Berdikari Logistics Tbk,27 Jan 2023,Rp100,32.56%,"7,000,000 lot",5 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Jasa Logistik Terintegrasi,https://www.jasaberdikari.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/prospectus/h8lvsmhe3k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/summary-prospectus/3m335sh7e8.pdf,"Jl. Kopi No. 4 D Lt. 2. Roa Malaka, Tambora Jakarta Barat – 11230 Telepon: 021 – 6912287",https://storage.googleapis.com/assets.trading.stockbit.com/company/LAJU/logo/2ak961x9gl.png,Pengembangan
BMBL,PT Lavender Bina Cendikia Tbk,11 Jan 2023,Rp188,27.19%,"2,800,000 lot",10 : 8,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Jasa Konsumen,Pendidikan Bimbingan Belajar dan Konseling Swasta,http://www.lavenderprograms.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/prospectus/e8po4b220e.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/summary-prospectus/j8sazfn00v.pdf,"Office Tower Taman Melati Lt.5 Jalan Margonda Raya no.525 Depok, Jawa Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/BMBL/logo/liobox27v1.png,Akselerasi
CBPE,PT Citra Buana Prasida Tbk,06 Jan 2023,Rp150,20%,"2,712,500 lot",0,GR - PANIN SEKURITAS TBK.,Properti & Real Estat,Properti & Real Estat,Bergerak di bidang real estat dan property,https://www.citrabuanaprasida.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/prospectus/uwuunc2zxz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/summary-prospectus/ytu89shjj5.pdf,"Komplek Paskal Hyper Square Blok G Lantai 2 No. 206 – 208, Jl. H.O.S. Cokroaminoto No. 25 – 27 (dh. Jl. Pasirkaliki No. 25 – 27), Bandung 40181, Tel.: (022) 8606 1108",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBPE/logo/72qojhwoyd.png,Pengembangan
SOUL,PT Mitra Tirta Buwana Tbk,06 Jan 2023,Rp110,24.94%,"2,700,000 lot",4 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Bergerak dalam bidang usaha Air Minum Dalam Kemasan,http://hexsoul.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/prospectus/dclk6pxc26.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/summary-prospectus/y4yd7zco3u.pdf,"Jl. Waru No. 74 Sambilegi Baru RT.001 RW.003 Maguwoharjo, Depok, Sleman Yogyakarta - Indonesia, 55282",https://storage.googleapis.com/assets.trading.stockbit.com/company/SOUL/logo/heh41rt2dk.png,Akselerasi
SUNI,PT Sunindo Pratama Tbk,09 Jan 2023,Rp300,24%,"6,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Energi,"Minyak, Gas, & Batu Bara","Bergerak dalam bidang perdagangan besar mesin, peralatan dan perlengkapan lainnya, perdagangan besar",https://www.sunindogroup.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/prospectus/5b11xcdqo3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/summary-prospectus/waf52l9p2v.pdf,"Jl. Prof Dr. Soepomo SH. No. 48, Tebet Jakarta Selatan 12870, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/SUNI/logo/e95oeoc2tm.png,Utama
WINE,PT Hatten Bali Tbk,10 Jan 2023,Rp129,25.02%,"6,780,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Perdagangan Ritel,Distribusi Minuman Beralkohol dan Pengolahannya melalui Perusahaan Anak,https://www.hattenbali.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/prospectus/tdp4i72zc2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/summary-prospectus/slgwmd1fii.pdf,"Hatten Wines Building Jl. Bypass Ngurah Rai No. 393, Sanur, Bali",https://storage.googleapis.com/assets.trading.stockbit.com/company/WINE/logo/hgb16wrop3.png,Pengembangan
ELIT,PT Data Sinergitama Jaya Tbk,06 Jan 2023,Rp120,24.61%,"5,000,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Bidang Usaha Penyedia Layanan (managed service) di Bidang Teknologi Informasi (Cloud),https://www.elitery.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/prospectus/3mn4qpqmkq.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/summary-prospectus/evgl93yp0z.pdf,"The Manhattan Squre Tower B Lt. 22, Jl. TB Simatupang, RT.3/RW.3, Cilandak Timur, Pasar Minggu, Jakarta Selatan,12560 Telepon: 0217511004",https://storage.googleapis.com/assets.trading.stockbit.com/company/ELIT/logo/nekdi3v7x6.png,Pengembangan
BEER,PT Jobubu Jarum Minahasa Tbk,06 Jan 2023,Rp220,20%,"8,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,"Industri Minuman Beralkohol Hasil Destilasi, Industri Minuman Beralkohol Hasil Fermentasi Anggur",http://www.jobubu.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/prospectus/z5tepb3hta.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/summary-prospectus/iuf9mjb8s1.pdf,"Desa Kapitu, Kelurahan Kapitu, Kecamatan Amurang Barat, Kabupaten Minahasa Selatan, Provinsi Sulawesi Utara",https://storage.googleapis.com/assets.trading.stockbit.com/company/BEER/logo/yni0lodhv2.png,Pengembangan
CBRE,PT Cakra Buana Resources Energi Tbk,09 Jan 2023,Rp108,16.26%,"7,380,000 lot",5 : 9,DR - RHB SEKURITAS INDONESIA,Infrastruktur,Infrastruktur Transportasi,Angkutan Laut Dalam Negeri Untuk Barang Umum,https://www.cbre.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/prospectus/7jcag9mljn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/summary-prospectus/0rzf7376q2.pdf,"Sona Topas Tower Lt. 5A, Jl. Jenderal Sudirman Kav. 26, Jakarta Selatan 12920, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBRE/logo/uhmy6i2cm0.png,Pemantauan Khusus
VTNY,PT Venteny Fortuna International Tbk,15 Dec 2022,Rp360,15%,"9,397,791 lot",0,SF - SURYA FAJAR SEKURITAS,Keuangan,Jasa Pembiayaan,Aktivitas Perusahaan Holding dan Aktivitas Pengembangan Aplikasi Perdagangan Melalui Internet,https://www.venteny.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/prospectus/vi7ngp1w46.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/summary-prospectus/1rqkv87w34.pdf,"World Trade Centre (WTC) 5 Lantai 13, Jl. Jend. Sudirman Kav. 29-31, Jakarta Selatan, 12920",https://storage.googleapis.com/assets.trading.stockbit.com/company/VTNY/logo/q703rq2l2e.png,Utama
PADA,PT Personel Alih Daya Tbk,08 Dec 2022,Rp100,28.57%,"9,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Perindustrian,Jasa Perindustrian,"Jasa Teknikal dan Pemeliharaan Peralatan Telekomunikasi, Call Center, Perkantoran, Keamanan dan SDM",https://www.persada.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/prospectus/ssgtgi5w7q.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/summary-prospectus/8fb7ne662i.pdf,"Jl. Kebagusan 1 No. 4, Kebagusan, Pasar Minggu, Jakarta Selatan, Kode Pos 12520, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/PADA/logo/yu08nexx8j.png,Pemantauan Khusus
MMIX,PT Multi Medika Internasional Tbk,06 Dec 2022,Rp190,25%,"6,000,000 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,"Perdagangan Besar Alat Laboratorium, Alat Farmasi dan Alat Kedokteran Untuk Manusia, dan Sewa Guna U",https://www.multimed.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/prospectus/lc3n1ap0tu.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/summary-prospectus/4oa9kqawrf.pdf,"PT. Multi Medika Internasional Tbk Jl. Peternakan III No.55B, Kelurahan Kapuk, Kecamatan Cengkareng, Jakarta Barat – DKI Jakarta, Kode Pos 11720",https://storage.googleapis.com/assets.trading.stockbit.com/company/MMIX/logo/k79m0guong.png,Pengembangan
ISAP,PT Isra Presisi Indonesia Tbk,09 Dec 2022,Rp96,37.31%,"15,000,000 lot",2 : 1,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,Industri Mesin dan Perkakas Mesin untuk Pengerjaan Logam,https://www.isra.co.id/en,https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/prospectus/wcxdozc3mg.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/summary-prospectus/hon2gslu6s.pdf,"Kawasan Industri Delta Silicon III Lippo Cikarang Bekasi Jawa Barat, 17530",https://storage.googleapis.com/assets.trading.stockbit.com/company/ISAP/logo/oms4ospc1c.png,Akselerasi
BELI,PT Global Digital Niaga Tbk,08 Nov 2022,Rp450,15%,"177,712,059 lot",0,OD - BRI DANAREKSA SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,"Perdagangan eceran melalui media untuk barang campuran, aktivitas pengembangan aplikasi perdagangan",https://www.blibli.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/prospectus/saovtc2hws.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/summary-prospectus/tfn4bt2mi6.pdf,"Jl. Jendral Ahmad Yani No. 34, Kel. Panjunan, Kec. Kota Kudus, Kab. Kudus 59317, Jawa Tengah",https://storage.googleapis.com/assets.trading.stockbit.com/company/BELI/logo/d0bhjpk3ej.png,Ekonomi Baru
KETR,PT Ketrosden Triasmitra Tbk,10 Nov 2022,Rp300,15%,"4,262,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Infrastruktur,Telekomunikasi,"Pembangunan, penjualan dan pemeliharaan jaringan telekomunikasi kabel serat optik",https://www.triasmitra.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/prospectus/tbtf3whjrv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/summary-prospectus/aw31mjwdsl.pdf,"Gedung Meta Epsi Lantai 2 Jl. Mayjend D.I. Panjaitan Kav. 2, Jakarta Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/KETR/logo/e20010vlbw.png,Pengembangan
ZATA,PT Bersama Zatta Jaya Tbk,10 Nov 2022,Rp100,20.01%,"17,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,"Clothing, Accessories & Bags",https://www.elcorps.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/prospectus/6zpc9vbk1f.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/summary-prospectus/ea825hc5xi.pdf,"Komplek Industri Prapanca No.24, Cigondewah Kaler Kec. Bandung Kulon, Kota Bandung - Jawa Barat 40214",https://storage.googleapis.com/assets.trading.stockbit.com/company/ZATA/logo/0jntcrjfvw.png,Pemantauan Khusus
KDTN,PT Puri Sentul Permai Tbk,09 Nov 2022,Rp150,20%,"2,500,000 lot",5 : 1,MI - VICTORIA SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Jasa Konsumen,"Bergerak dibidang jasa penyedia akomodasi berupa hotel, jasa penyediaan makan minum berupa restoran",https://kedaton8.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/prospectus/3ojmndd4dn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/summary-prospectus/4wg9tobf4z.pdf,"Jl. Surya Raya, Kav. Commercial Area 1 Olympic CBD Sentul, Desa Sentul Kecamatan Babakan Madang, Kabupaten Bogor 16810",https://storage.googleapis.com/assets.trading.stockbit.com/company/KDTN/logo/mh11g43vom.png,Pengembangan
NINE,PT Techno9 Indonesia Tbk,05 Dec 2022,Rp75,20.03%,"4,320,000 lot",0,SA - ELIT SUKSES SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Bergerak di bidang perdagangan komputer dan perlengkapannya,https://www.techno9indonesia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/prospectus/be3izt7rmk.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/summary-prospectus/y02h5d5pdf.pdf,Komplek Taman Semanan Indah Ruko Plaza Delumina Blok C No. 1 Duri Kosambi – Cengkareng Jakarta Barat 11750,https://storage.googleapis.com/assets.trading.stockbit.com/company/NINE/logo/wwxd5oqv27.png,Akselerasi
MKTR,PT Menthobi Karyatama Raya Tbk,08 Nov 2022,Rp120,20.83%,"25,000,000 lot",1 : 1,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang perkebunan dan pabrik kelapa sawit,https://mktr.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/prospectus/enwyx02061.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/summary-prospectus/55lss0sx1r.pdf,"Gedung Wisma Maktour Lt.4, Jalan Otto Iskandardinata No. 80 Jakarta Timur 13330",https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/logo/8vqwyvda79.png,Utama
PRAY,PT Famon Awal Bros Sedaya Tbk,08 Nov 2022,Rp900,2.17%,"3,022,223 lot",0,PD - INDO PREMIER SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang aktivitas perusahaan holding dan jasa pelayanan kesehatan melalui Perusahaan Anak,https://primayahospital.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/prospectus/1thx0jnmlu.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/summary-prospectus/do203ljwoa.pdf,"Ruko Mega Grosir Cempaka Mas Blok N/21 Sumur Batu, Kemayoran, Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/logo/0r4dh87nf9.png,Pengembangan
CBUT,PT Citra Borneo Utama Tbk,08 Nov 2022,Rp690,20%,"6,250,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,"bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya",http://www.citraborneoutama.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/prospectus/p3ejeacskr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/summary-prospectus/mathshtu8b.pdf,"Jalan Haji Udan Said No.47, Kabupaten Kotawaringin Barat, Pangkalan Bun, 74115",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/logo/ensl5p1mgx.png,Utama
PDPP,PT Primadaya Plastisindo Tbk,09 Nov 2022,Rp200,20%,"5,000,000 lot",0,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Industri Barang Dari Plastik Untuk Pengemasan,https://www.pt-pdp.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/prospectus/bfw5g7q62b.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/summary-prospectus/f125444l73.pdf,"Jl. Raya Narogong KM. 18 Cileungsi Bogor, Jawa Barat 16829",https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/logo/rpfyeywaf6.png,Pengembangan
